,key,values,0
3715,"['2018', '297', '02', '1']","['105.2', '.', '1.5', '6567', '13.61', '7846', '14.11', '1289']",
3716,"['2018', '297', '02', '0']","['106.2', '.', '1.8', '4648', '11.34', '5763', '...', '...']",
3717,"['2018', '297', '03', '2']","['103.4', '.', '1.1', '4891', '11.29', '5814', '...', '...']",
3718,"['2018', '297', '03', '1']","['102.7', '.', '0.8', '1855', '11.90', '2182', '12.48', '410']",
3719,"['2018', '297', '03', '0']","['104.2', '.', '1.5', '3036', '10.46', '3632', '...', '...']",
3720,"['2018', '297-1', '00', '2']","['105.3', '.', '1.7', '11192', '13.92', '13806', '...', '...']",
3721,"['2018', '297-1', '00', '1']","['104.8', '.', '1.7', '6602', '14.98', '8216', '15.34', '1403']",
3722,"['2018', '297-1', '00', '0']","['106.2', '.', '1.6', '4590', '11.35', '5590', '...', '...']",
3723,"['2018', '297-1', '01', '2']","['106.7', '.', '2.4', '3877', '17.62', '4744', '...', '...']",
3724,"['2018', '297-1', '01', '1']","['106.7', '.', '2.4', '3356', '18.25', '4058', '18.56', '692']",
3725,"['2018', '297-1', '01', '0']","['106.8', '.', '2.0', '521', '13.10', '686', '...', '...']",
3726,"['2018', '297-1', '02', '2']","['105.6', '.', '1.6', '5026', '13.68', '6326', '...', '...']",
3727,"['2018', '297-1', '02', '1']","['104.7', '.', '1.6', '2511', '14.53', '3226', '14.94', '547']",
3728,"['2018', '297-1', '02', '0']","['107.0', '.', '1.7', '2515', '11.60', '3100', '...', '...']",
3729,"['2018', '297-1', '03', '2']","['103.4', '.', '1.2', '2289', '11.67', '2736', '...', '...']",
3730,"['2018', '297-1', '03', '1']","['102.1', '.', '1.1', '735', '12.38', '932', '12.79', '164']",
3731,"['2018', '297-1', '03', '0']","['104.7', '.', '1.5', '1554', '10.67', '1804', '...', '...']",
3732,"['2018', '297-2', '00', '2']","['105.5', '.', '1.6', '13049', '12.42', '15415', '...', '...']",
3733,"['2018', '297-2', '00', '1']","['105.6', '.', '1.5', '8001', '13.09', '9057', '13.58', '1459']",
3734,"['2018', '297-2', '00', '0']","['105.3', '.', '1.8', '5048', '11.14', '6358', '...', '...']",
3735,"['2018', '297-2', '01', '2']","['107.3', '.', '2.4', '4258', '14.74', '5054', '...', '...']",
3736,"['2018', '297-2', '01', '1']","['107.6', '.', '2.5', '2825', '15.80', '3187', '16.36', '471']",
3737,"['2018', '297-2', '01', '0']","['106.9', '.', '2.1', '1433', '12.65', '1867', '...', '...']",
3738,"['2018', '297-2', '02', '2']","['105.6', '.', '1.6', '6189', '12.26', '7283', '...', '...']",
3739,"['2018', '297-2', '02', '1']","['105.7', '.', '1.4', '4056', '12.74', '4620', '13.23', '742']",
3740,"['2018', '297-2', '02', '0']","['105.6', '.', '1.9', '2133', '11.11', '2663', '...', '...']",
3741,"['2018', '297-2', '03', '2']","['103.4', '.', '1.0', '2602', '10.95', '3078', '...', '...']",
3742,"['2018', '297-2', '03', '1']","['103.2', '.', '0.5', '1120', '11.46', '1250', '12.24', '246']",
3743,"['2018', '297-2', '03', '0']","['103.7', '.', '1.6', '1482', '10.28', '1828', '...', '...']",
3744,"['2018', 'A12', '00', '2']","['103.8', '.', '0.9', '19695', '11.35', '25114', '...', '...']",
3745,"['2018', 'A12', '00', '1']","['103.2', '.', '0.9', '9745', '12.25', '12319', '13.02', '1945']",
3746,"['2018', 'A12', '00', '0']","['104.6', '.', '0.9', '9950', '10.07', '12795', '...', '...']",
3747,"['2018', 'A12', '01', '2']","['104.2', '.', '1.2', '7796', '13.61', '9758', '...', '...']",
3748,"['2018', 'A12', '01', '1']","['103.7', '.', '1.1', '5126', '14.91', '6289', '15.81', '1027']",
3749,"['2018', 'A12', '01', '0']","['105.1', '.', '1.2', '2670', '11.15', '3469', '...', '...']",
3750,"['2018', 'A12', '02', '2']","['103.8', '.', '0.9', '8577', '10.97', '11152', '...', '...']",
3751,"['2018', 'A12', '02', '1']","['103.0', '.', '0.9', '3798', '11.69', '4876', '12.45', '762']",
3752,"['2018', 'A12', '02', '0']","['104.7', '.', '1.0', '4779', '9.92', '6276', '...', '...']",
3753,"['2018', 'A12', '03', '2']","['103.5', '.', '0.5', '3322', '9.66', '4204', '...', '...']",
3754,"['2018', 'A12', '03', '1']","['102.8', '.', '0.4', '821', '9.81', '1154', '9.83', '156']",
3755,"['2018', 'A12', '03', '0']","['103.9', '.', '0.6', '2501', '9.52', '3050', '...', '...']",
3756,"['2018', '167', '00', '2']","['104.4', '.', '1.0', '15158', '12.26', '19104', '...', '...']",
3757,"['2018', '167', '00', '1']","['103.6', '.', '1.0', '7874', '13.28', '9876', '13.91', '1641']",
3758,"['2018', '167', '00', '0']","['105.4', '.', '1.0', '7284', '10.64', '9228', '...', '...']",
3759,"['2018', '167', '01', '2']","['104.5', '.', '1.2', '6305', '14.77', '7802', '...', '...']",
3760,"['2018', '167', '01', '1']","['104.0', '.', '1.2', '4345', '16.02', '5305', '16.81', '889']",
3761,"['2018', '167', '01', '0']","['105.6', '.', '1.2', '1960', '11.90', '2497', '...', '...']",
3762,"['2018', '167', '02', '2']","['104.5', '.', '1.1', '6289', '11.85', '8159', '...', '...']",
3763,"['2018', '167', '02', '1']","['103.5', '.', '1.1', '2954', '12.63', '3767', '13.29', '638']",
3764,"['2018', '167', '02', '0']","['105.8', '.', '1.3', '3335', '10.52', '4392', '...', '...']",
3765,"['2018', '167', '03', '2']","['104.1', '.', '0.5', '2564', '10.18', '3143', '...', '...']",
3766,"['2018', '167', '03', '1']","['103.3', '.', '0.5', '575', '10.40', '804', '10.21', '114']",
3767,"['2018', '167', '03', '0']","['104.8', '.', '0.5', '1989', '9.96', '2339', '...', '...']",
3768,"['2018', '167-1', '00', '2']","['104.4', '.', '1.2', '6448', '13.76', '8286', '...', '...']",
3769,"['2018', '167-1', '00', '1']","['104.1', '.', '1.2', '5454', '14.09', '6863', '14.64', '1150']",
3770,"['2018', '167-1', '00', '0']","['106.1', '.', '1.0', '994', '12.07', '1423', '...', '...']",
3771,"['2018', '167-1', '01', '2']","['104.5', '.', '1.2', '3849', '15.97', '4753', '...', '...']",
3772,"['2018', '167-1', '01', '1']","['104.3', '.', '1.3', '3345', '16.73', '4080', '17.65', '669']",
3773,"['2018', '167-1', '01', '0']","['106.5', '.', '1.2', '504', '12.87', '673', '...', '...']",
3774,"['2018', '167-1', '02', '2']","['104.7', '.', '1.4', '2243', '13.03', '3008', '...', '...']",
3775,"['2018', '167-1', '02', '1']","['104.4', '.', '1.5', '1874', '13.22', '2434', '13.84', '427']",
3776,"['2018', '167-1', '02', '0']","['106.2', '.', '1.1', '369', '11.75', '574', '...', '...']",
3777,"['2018', '167-1', '03', '2']","['103.6', '.', '0.5', '356', '10.70', '525', '...', '...']",
3778,"['2018', '167-1', '03', '1']","['103.3', '.', '0.3', '235', '10.70', '349', '10.18', '54']",
3779,"['2018', '167-1', '03', '0']","['105.1', '.', '0.8', '121', '10.72', '176', '...', '...']",
3780,"['2018', '167-2', '00', '2']","['104.3', '.', '0.8', '8710', '11.00', '10818', '...', '...']",
3781,"['2018', '167-2', '00', '1']","['102.5', '.', '0.5', '2420', '11.93', '3013', '12.61', '491']",
3782,"['2018', '167-2', '00', '0']","['105.3', '.', '1.0', '6290', '10.30', '7805', '...', '...']",
3783,"['2018', '167-2', '01', '2']","['104.4', '.', '1.1', '2456', '12.97', '3049', '...', '...']",
3784,"['2018', '167-2', '01', '1']","['103.2', '.', '0.9', '1000', '14.42', '1225', '15.07', '220']",
3785,"['2018', '167-2', '01', '0']","['105.3', '.', '1.3', '1456', '11.28', '1824', '...', '...']",
3786,"['2018', '167-2', '02', '2']","['104.3', '.', '0.9', '4046', '10.84', '5151', '...', '...']",
3787,"['2018', '167-2', '02', '1']","['101.6', '.', '0.2', '1080', '11.58', '1333', '12.25', '211']",
3788,"['2018', '167-2', '02', '0']","['105.7', '.', '1.3', '2966', '10.28', '3818', '...', '...']",
3789,"['2018', '167-2', '03', '2']","['104.3', '.', '0.5', '2208', '9.97', '2618', '...', '...']",
3790,"['2018', '167-2', '03', '1']","['103.3', '.', '0.6', '340', '10.12', '455', '10.22', '60']",
3791,"['2018', '167-2', '03', '0']","['104.7', '.', '0.5', '1868', '9.88', '2163', '...', '...']",
3792,"['2018', 'A13', '00', '2']","['104.2', '.', '1.2', '40391', '12.25', '49758', '...', '...']",
3793,"['2018', 'A13', '00', '1']","['104.1', '.', '1.1', '24680', '12.90', '29764', '13.52', '5080']",
3794,"['2018', 'A13', '00', '0']","['104.3', '.', '1.3', '15711', '10.99', '19994', '...', '...']",
3795,"['2018', 'A13', '01', '2']","['105.2', '.', '1.6', '13551', '14.75', '16533', '...', '...']",
3796,"['2018', 'A13', '01', '1']","['105.2', '.', '1.5', '9551', '15.85', '11392', '16.82', '1955']",
3797,"['2018', 'A13', '01', '0']","['105.4', '.', '1.8', '4000', '12.00', '5141', '...', '...']",
3798,"['2018', 'A13', '02', '2']","['104.1', '.', '1.3', '19161', '11.96', '23961', '...', '...']",
3799,"['2018', 'A13', '02', '1']","['103.7', '.', '1.1', '11406', '12.47', '13928', '13.07', '2341']",
3800,"['2018', 'A13', '02', '0']","['104.8', '.', '1.5', '7755', '10.95', '10033', '...', '...']",
3801,"['2018', 'A13', '03', '2']","['103.4', '.', '0.6', '7679', '10.77', '9264', '...', '...']",
3802,"['2018', 'A13', '03', '1']","['103.9', '.', '0.6', '3723', '10.97', '4444', '11.27', '784']",
3803,"['2018', 'A13', '03', '0']","['102.8', '.', '0.7', '3956', '10.47', '4820', '...', '...']",
3804,"['2018', '179', '00', '2']","['104.8', '.', '1.2', '32967', '13.10', '39950', '...', '...']",
3805,"['2018', '179', '00', '1']","['104.7', '.', '1.1', '21386', '13.73', '25439', '14.15', '4558']",
3806,"['2018', '179', '00', '0']","['105.0', '.', '1.5', '11581', '11.65', '14511', '...', '...']",
3807,"['2018', '179', '01', '2']","['105.7', '.', '1.6', '11251', '15.93', '13585', '...', '...']",
3808,"['2018', '179', '01', '1']","['105.7', '.', '1.6', '8143', '16.92', '9636', '17.57', '1749']",
3809,"['2018', '179', '01', '0']","['105.8', '.', '1.9', '3108', '12.83', '3949', '...', '...']",
3810,"['2018', '179', '02', '2']","['104.8', '.', '1.4', '15297', '12.81', '18785', '...', '...']",
3811,"['2018', '179', '02', '1']","['104.3', '.', '1.2', '9954', '13.25', '11978', '13.63', '2113']",
3812,"['2018', '179', '02', '0']","['105.9', '.', '1.8', '5343', '11.74', '6807', '...', '...']",
3813,"['2018', '179', '03', '2']","['103.9', '.', '0.6', '6419', '11.33', '7580', '...', '...']",
3814,"['2018', '179', '03', '1']","['104.5', '.', '0.6', '3289', '11.57', '3825', '11.76', '696']",
3815,"['2018', '179', '03', '0']","['103.3', '.', '0.6', '3130', '10.92', '3755', '...', '...']",
3816,"['2018', '179-1', '00', '2']","['104.9', '.', '1.6', '17546', '13.97', '21514', '...', '...']",
3817,"['2018', '179-1', '00', '1']","['104.3', '.', '1.3', '12271', '14.66', '14948', '14.92', '2750']",
3818,"['2018', '179-1', '00', '0']","['106.5', '.', '2.4', '5275', '12.02', '6566', '...', '...']",
3819,"['2018', '179-1', '01', '2']","['105.6', '.', '1.8', '6693', '16.82', '8019', '...', '...']",
3820,"['2018', '179-1', '01', '1']","['105.5', '.', '1.7', '5102', '17.72', '6039', '18.34', '1051']",
3821,"['2018', '179-1', '01', '0']","['105.9', '.', '2.2', '1591', '13.04', '1980', '...', '...']",
3822,"['2018', '179-1', '02', '2']","['105.2', '.', '2.0', '8076', '13.56', '10122', '...', '...']",
3823,"['2018', '179-1', '02', '1']","['104.2', '.', '1.6', '5560', '14.03', '6967', '14.32', '1312']",
3824,"['2018', '179-1', '02', '0']","['107.8', '.', '2.9', '2516', '12.16', '3155', '...', '...']",
3825,"['2018', '179-1', '03', '2']","['103.5', '.', '0.8', '2777', '11.81', '3373', '...', '...']",
3826,"['2018', '179-1', '03', '1']","['102.8', '.', '0.3', '1609', '12.14', '1942', '12.28', '387']",
3827,"['2018', '179-1', '03', '0']","['104.7', '.', '1.7', '1168', '11.24', '1431', '...', '...']",
3828,"['2018', '179-2', '00', '2']","['104.6', '.', '0.8', '15421', '12.11', '18436', '...', '...']",
3829,"['2018', '179-2', '00', '1']","['105.2', '.', '0.9', '9115', '12.52', '10491', '13.08', '1808']",
3830,"['2018', '179-2', '00', '0']","['103.8', '.', '0.6', '6306', '11.34', '7945', '...', '...']",
3831,"['2018', '179-2', '01', '2']","['105.8', '.', '1.5', '4558', '14.63', '5566', '...', '...']",
3832,"['2018', '179-2', '01', '1']","['105.9', '.', '1.4', '3041', '15.55', '3597', '16.43', '698']",
3833,"['2018', '179-2', '01', '0']","['105.7', '.', '1.6', '1517', '12.64', '1969', '...', '...']",
3834,"['2018', '179-2', '02', '2']","['104.3', '.', '0.8', '7221', '11.88', '8663', '...', '...']",
3835,"['2018', '179-2', '02', '1']","['104.4', '.', '0.7', '4394', '12.14', '5011', '12.51', '801']",
3836,"['2018', '179-2', '02', '0']","['104.2', '.', '0.8', '2827', '11.36', '3652', '...', '...']",
3837,"['2018', '179-2', '03', '2']","['104.3', '.', '0.4', '3642', '10.94', '4207', '...', '...']",
3838,"['2018', '179-2', '03', '1']","['106.0', '.', '0.8', '1680', '11.10', '1883', '11.27', '309']",
3839,"['2018', '179-2', '03', '0']","['102.1', '.', '-0.2', '1962', '10.67', '2324', '...', '...']",
3840,"['2018', 'A14', '00', '2']","['102.4', '.', '0.7', '14356', '10.47', '18898', '...', '...']",
3841,"['2018', 'A14', '00', '1']","['102.3', '.', '0.8', '7234', '10.80', '9284', '11.21', '1245']",
3842,"['2018', 'A14', '00', '0']","['102.5', '.', '0.6', '7122', '9.97', '9614', '...', '...']",
3843,"['2018', 'A14', '01', '2']","['103.6', '.', '1.2', '3870', '12.17', '5038', '...', '...']",
3844,"['2018', 'A14', '01', '1']","['104.1', '.', '1.6', '2306', '12.95', '2976', '13.73', '466']",
3845,"['2018', 'A14', '01', '0']","['102.9', '.', '0.6', '1564', '10.92', '2062', '...', '...']",
3846,"['2018', 'A14', '02', '2']","['102.5', '.', '0.7', '7532', '10.30', '10174', '...', '...']",
3847,"['2018', 'A14', '02', '1']","['102.0', '.', '0.8', '3611', '10.66', '4681', '10.90', '577']",
3848,"['2018', 'A14', '02', '0']","['102.9', '.', '0.7', '3921', '9.79', '5493', '...', '...']",
3849,"['2018', 'A14', '03', '2']","['101.5', '.', '0.4', '2954', '9.74', '3686', '...', '...']",
3850,"['2018', 'A14', '03', '1']","['101.3', '.', '0.4', '1317', '9.74', '1627', '9.89', '202']",
3851,"['2018', 'A14', '03', '0']","['101.7', '.', '0.4', '1637', '9.74', '2059', '...', '...']",
3852,"['2018', '743', '00', '2']","['102.6', '.', '0.7', '8503', '11.34', '10946', '...', '...']",
3853,"['2018', '743', '00', '1']","['102.8', '.', '0.9', '4826', '11.65', '6086', '11.94', '916']",
3854,"['2018', '743', '00', '0']","['102.2', '.', '0.4', '3677', '10.70', '4860', '...', '...']",
3855,"['2018', '743', '01', '2']","['104.1', '.', '1.2', '2586', '13.59', '3259', '...', '...']",
3856,"['2018', '743', '01', '1']","['104.7', '.', '1.7', '1734', '14.48', '2188', '14.91', '378']",
3857,"['2018', '743', '01', '0']","['102.7', '.', '0.3', '852', '11.78', '1071', '...', '...']",
3858,"['2018', '743', '02', '2']","['102.4', '.', '0.7', '4213', '11.10', '5613', '...', '...']",
3859,"['2018', '743', '02', '1']","['102.4', '.', '0.8', '2261', '11.39', '2888', '11.36', '420']",
3860,"['2018', '743', '02', '0']","['102.4', '.', '0.5', '1952', '10.49', '2725', '...', '...']",
3861,"['2018', '743', '03', '2']","['101.8', '.', '0.3', '1704', '10.35', '2074', '...', '...']",
3862,"['2018', '743', '03', '1']","['101.9', '.', '0.3', '831', '10.35', '1010', '10.52', '118']",
3863,"['2018', '743', '03', '0']","['101.6', '.', '0.3', '873', '10.35', '1064', '...', '...']",
3864,"['2018', 'A15', '00', '2']","['102.6', '.', '0.8', '12532', '11.32', '15812', '...', '...']",
3865,"['2018', 'A15', '00', '1']","['103.0', '.', '0.8', '7378', '11.73', '9188', '12.34', '1255']",
3866,"['2018', 'A15', '00', '0']","['102.1', '.', '0.7', '5154', '10.48', '6624', '...', '...']",
3867,"['2018', 'A15', '01', '2']","['103.1', '.', '1.0', '4769', '13.97', '5951', '...', '...']",
3868,"['2018', 'A15', '01', '1']","['103.4', '.', '1.0', '3397', '14.80', '4105', '15.42', '621']",
3869,"['2018', 'A15', '01', '0']","['102.5', '.', '1.1', '1372', '12.03', '1846', '...', '...']",
3870,"['2018', 'A15', '02', '2']","['103.4', '.', '1.0', '5091', '10.82', '6576', '...', '...']",
3871,"['2018', 'A15', '02', '1']","['103.9', '.', '1.2', '2965', '11.13', '3783', '11.74', '466']",
3872,"['2018', 'A15', '02', '0']","['102.6', '.', '0.7', '2126', '10.13', '2793', '...', '...']",
3873,"['2018', 'A15', '03', '2']","['101.0', '.', '0.2', '2672', '9.67', '3285', '...', '...']",
3874,"['2018', 'A15', '03', '1']","['100.8', '.', '-0.2', '1016', '9.58', '1300', '9.83', '168']",
3875,"['2018', 'A15', '03', '0']","['101.3', '.', '0.6', '1656', '9.80', '1985', '...', '...']",
3876,"['2018', '905', '00', '2']","['102.6', '.', '0.7', '9982', '11.90', '12302', '...', '...']",
3877,"['2018', '905', '00', '1']","['103.6', '.', '0.8', '5724', '12.53', '6988', '12.94', '1024']",
3878,"['2018', '905', '00', '0']","['101.3', '.', '0.5', '4258', '10.74', '5314', '...', '...']",
3879,"['2018', '905', '01', '2']","['102.9', '.', '1.0', '4000', '14.54', '4879', '...', '...']",
3880,"['2018', '905', '01', '1']","['103.5', '.', '1.1', '2876', '15.43', '3415', '15.97', '540']",
3881,"['2018', '905', '01', '0']","['101.5', '.', '0.8', '1124', '12.40', '1464', '...', '...']",
3882,"['2018', '905', '02', '2']","['103.6', '.', '1.0', '3959', '11.34', '5003', '...', '...']",
3883,"['2018', '905', '02', '1']","['104.9', '.', '1.3', '2230', '11.79', '2798', '12.17', '376']",
3884,"['2018', '905', '02', '0']","['101.8', '.', '0.5', '1729', '10.40', '2205', '...', '...']",
3885,"['2018', '905', '03', '2']","['100.9', '.', '-0.1', '2023', '9.90', '2420', '...', '...']",
3886,"['2018', '905', '03', '1']","['101.6', '.', '-0.7', '618', '9.87', '775', '9.90', '108']",
3887,"['2018', '905', '03', '0']","['100.6', '.', '0.5', '1405', '9.94', '1645', '...', '...']",
3888,"['2018', '905-1', '00', '2']","['103.6', '.', '0.9', '6023', '12.73', '7509', '...', '...']",
3889,"['2018', '905-1', '00', '1']","['104.3', '.', '0.9', '4615', '13.01', '5622', '13.43', '835']",
3890,"['2018', '905-1', '00', '0']","['102.2', '.', '0.8', '1408', '11.82', '1887', '...', '...']",
3891,"['2018', '905-1', '01', '2']","['103.1', '.', '1.0', '3087', '14.96', '3743', '...', '...']",
3892,"['2018', '905-1', '01', '1']","['103.8', '.', '1.1', '2391', '15.81', '2818', '16.35', '445']",
3893,"['2018', '905-1', '01', '0']","['101.6', '.', '0.8', '696', '12.74', '925', '...', '...']",
3894,"['2018', '905-1', '02', '2']","['104.9', '.', '1.3', '2151', '12.01', '2795', '...', '...']",
3895,"['2018', '905-1', '02', '1']","['105.3', '.', '1.4', '1835', '12.12', '2308', '12.42', '320']",
3896,"['2018', '905-1', '02', '0']","['103.6', '.', '0.9', '316', '11.49', '487', '...', '...']",
3897,"['2018', '905-1', '03', '2']","['102.0', '.', '-0.2', '785', '10.21', '971', '...', '...']",
3898,"['2018', '905-1', '03', '1']","['103.0', '.', '-0.8', '389', '10.02', '496', '10.20', '70']",
3899,"['2018', '905-1', '03', '0']","['101.1', '.', '0.7', '396', '10.67', '475', '...', '...']",
3900,"['2018', '905-2', '00', '2']","['100.6', '.', '0.3', '3959', '10.15', '4793', '...', '...']",
3901,"['2018', '905-2', '00', '1']","['101.1', '.', '0.3', '1109', '10.64', '1366', '10.81', '189']",
3902,"['2018', '905-2', '00', '0']","['100.4', '.', '0.3', '2850', '9.82', '3427', '...', '...']",
3903,"['2018', '905-2', '01', '2']","['101.9', '.', '0.7', '913', '12.32', '1136', '...', '...']",
3904,"['2018', '905-2', '01', '1']","['102.2', '.', '0.7', '485', '13.09', '597', '13.56', '95']",
3905,"['2018', '905-2', '01', '0']","['101.4', '.', '0.6', '428', '11.07', '539', '...', '...']",
3906,"['2018', '905-2', '02', '2']","['101.1', '.', '0.3', '1808', '9.98', '2208', '...', '...']",
3907,"['2018', '905-2', '02', '1']","['102.7', '.', '0.6', '395', '10.29', '490', '10.63', '56']",
